record_id,temperature_c,humidity_pct,thi,weight_change_kg,feed_intake_kg,medicine_given,temp_avg3,humidity_avg3,condition,condition_label
REC0021,34.36,67.13,30.7696099,0.856,2.84,0,35.41,65.45,Good,0
REC0022,34.77,60.4,30.355194,0.826,2.17,1,35.04333333333333,64.48,Good,0
REC0023,34.32,60.31,29.9933931,0.782,2.47,1,34.48333333333333,62.613333333333344,Good,0
REC0024,36.09,61.39,31.50525555,0.763,2.81,0,35.06,60.70000000000001,Good,0
REC0025,34.69,60.77,30.333704649999998,0.574,2.24,0,35.03333333333333,60.823333333333345,Good,0
REC0026,35.87,62.96,31.516503599999997,0.463,2.68,1,35.550000000000004,61.70666666666668,Good,0
REC0027,34.56,68.93,31.132046900000002,0.724,3.21,1,35.04,64.22000000000001,Good,0
REC0028,35.07,69.07,31.570734449999996,0.563,2.97,0,35.166666666666664,66.98666666666668,Good,0
REC0029,36.45,68.61,32.66044225,0.404,2.77,0,35.36000000000001,68.87,Good,0
REC0030,35.45,66.92,31.638357000000003,0.562,2.37,0,35.656666666666666,68.2,Good,0
REC0031,34.97,65.19,31.05091615,0.822,2.55,0,35.623333333333335,66.90666666666668,Good,0
REC0032,34.76,62.47,30.578032099999998,0.818,3.07,0,35.059999999999995,64.86,Good,0
REC0033,34.85,60.37,30.414412249999998,0.766,2.75,0,34.85999999999999,62.67666666666668,Good,0
REC0034,34.1,63.45,30.15991,0.781,3.02,0,34.57,62.09666666666667,Good,0
REC0035,35.47,69.86,31.993803099999997,0.545,3.01,0,34.806666666666665,64.56000000000002,Good,0
REC0036,35.11,62.42,30.8501191,0.882,2.71,0,34.89333333333333,65.24333333333334,Good,0
REC0037,35.9,65.36,31.822871999999997,0.454,3.25,1,35.49333333333333,65.88000000000001,Good,0
REC0038,35.52,66.96,31.700245600000002,0.915,2.49,1,35.51,64.91333333333334,Good,0
REC0039,34.05,65.12,30.299527999999995,0.536,2.97,1,35.156666666666666,65.81333333333333,Good,0
REC0040,36.82,63.98,32.398184799999996,0.711,3.26,0,35.46333333333333,65.35333333333334,Good,0
REC0041,35.02,61.13,30.6331318,0.955,3.32,0,35.29666666666667,63.410000000000004,Good,0
REC0042,34.69,61.75,30.442528749999997,0.989,2.77,0,35.51,62.28666666666667,Good,0
REC0043,34.73,60.93,30.382876449999998,0.938,3.35,0,34.81333333333333,61.27000000000001,Good,0
REC0044,34.57,62.79,30.46257415,0.82,3.27,1,34.663333333333334,61.823333333333345,Good,0
REC0045,36.66,67.8,32.73546399999999,0.785,2.13,1,35.32,63.84000000000001,Good,0
REC0046,36.36,66.69,32.3551387,0.748,2.56,0,35.86333333333333,65.76,Good,0
REC0047,35.99,60.05,31.26810975,0.496,2.82,0,36.336666666666666,64.84666666666668,Good,0
REC0048,35.35,69.94,31.9028695,0.506,2.03,0,35.9,65.56,Good,0
REC0049,34.98,67.46,31.314694399999997,0.79,3.27,0,35.44,65.81666666666668,Good,0
REC0050,34.92,65.43,31.0374433,0.705,2.95,0,35.083333333333336,67.61000000000001,Good,0
REC0051,34.73,69.73,31.362008449999998,0.636,3.34,0,34.876666666666665,67.54000000000002,Good,0
REC0052,35.3,63.5,31.124399999999998,0.787,3.0,0,34.983333333333334,66.22000000000001,Good,0
REC0053,34.59,67.22,30.9679739,0.568,2.04,0,34.873333333333335,66.81666666666668,Good,0
REC0054,34.13,69.95,30.88565175,0.682,2.42,0,34.67333333333334,66.89,Good,0
REC0055,35.11,60.15,30.59280325,0.957,2.64,0,34.61000000000001,65.77333333333334,Good,0
REC0056,35.72,69.8,32.195358,0.445,2.46,1,34.98666666666667,66.63333333333334,Good,0
REC0057,36.55,63.17,32.08344175,0.502,2.84,0,35.79333333333333,64.37333333333333,Good,0
REC0058,36.53,69.3,32.8102345,0.442,2.31,0,36.26666666666666,67.42333333333333,Good,0
REC0059,36.97,61.4,32.199619,0.711,3.32,0,36.68333333333333,64.62333333333335,Good,0
REC0060,36.55,61.37,31.865146749999997,0.825,2.83,0,36.68333333333334,64.02333333333335,Good,0
REC0061,36.43,68.1,32.5823815,0.92,3.37,0,36.65,63.623333333333335,Good,0
REC0062,34.02,66.28,30.3998208,0.517,2.11,0,35.666666666666664,65.25,Good,0
REC0063,36.39,68.9,32.6457155,0.603,2.56,0,35.61333333333334,67.76,Good,0
REC0064,35.32,66.72,31.5091072,0.597,2.23,0,35.24333333333333,67.30000000000001,Good,0
REC0065,34.86,65.91,31.0426018,0.418,2.06,0,35.52333333333333,67.17666666666668,Good,0
REC0066,34.91,65.37,31.022609349999996,0.596,3.24,1,35.03,66.00000000000001,Good,0
REC0067,34.65,66.23,30.907439749999998,0.451,2.08,1,34.806666666666665,65.83666666666667,Good,0
REC0068,35.23,67.0,31.467504999999996,0.483,2.2,0,34.93,66.2,Good,0
REC0069,35.55,63.23,31.292953249999997,0.877,2.41,1,35.14333333333333,65.48666666666666,Good,0
REC0070,36.23,62.51,31.749382649999994,0.511,2.12,0,35.669999999999995,64.24666666666667,Good,0
REC0071,36.09,64.09,31.825867050000003,0.504,2.23,0,35.95666666666667,63.27666666666668,Good,0
REC0072,34.72,60.94,30.376137399999998,0.51,3.4,0,35.68,62.51333333333334,Good,0
REC0073,36.86,67.38,32.848392399999994,0.733,2.92,0,35.89000000000001,64.13666666666667,Good,0
REC0074,34.14,65.66,30.430593199999997,0.495,2.18,0,35.24,64.66000000000001,Good,0
REC0075,34.35,60.46,30.0332205,0.424,3.28,1,35.11666666666667,64.50000000000001,Good,0
REC0076,34.53,60.17,30.14212805,0.858,3.21,1,34.34,62.09666666666667,Good,0
REC0077,34.52,64.34,30.5934774,0.639,2.92,0,34.46666666666667,61.65666666666667,Good,0
REC0078,36.66,62.61,32.1029068,0.409,3.4,1,35.23666666666667,62.373333333333335,Good,0
REC0079,36.57,66.59,32.51452715,0.498,2.11,0,35.916666666666664,64.51333333333334,Good,0
REC0080,36.83,68.67,32.982206049999995,0.782,3.2,1,36.68666666666666,65.95666666666668,Good,0
REC0081,35.16,66.43,31.345440899999996,0.675,2.82,0,36.18666666666667,67.23000000000002,Good,0
REC0082,35.88,68.2,32.140638,0.791,2.31,0,35.95666666666667,67.76666666666667,Good,0
REC0083,34.21,61.01,29.98328905,0.411,2.14,0,35.083333333333336,65.21333333333335,Good,0
REC0084,35.01,66.56,31.2378008,0.631,3.02,0,35.03333333333333,65.25666666666667,Good,0
REC0085,36.44,62.82,31.953489399999995,0.471,3.05,0,35.22,63.463333333333345,Good,0
REC0086,36.81,60.39,31.94965495,0.651,3.45,1,36.086666666666666,63.25666666666668,Good,0
REC0087,34.53,67.51,30.95073915,0.884,3.49,1,35.92666666666667,63.57333333333335,Good,0
REC0088,34.38,62.5,30.27975,0.748,3.3,1,35.24,63.46666666666669,Good,0
REC0089,36.58,64.29,32.243377599999995,0.851,3.13,0,35.163333333333334,64.7666666666667,Good,0
REC0090,35.13,65.34,31.197303100000003,0.698,2.58,0,35.36333333333334,64.04333333333335,Good,0
REC0091,36.69,63.89,32.28295505,0.407,3.36,1,36.13333333333333,64.50666666666669,Good,0
REC0092,35.06,69.57,31.6189756,0.806,2.72,0,35.626666666666665,66.2666666666667,Good,0
REC0093,35.9,64.48,31.719296,0.576,2.49,0,35.88333333333333,65.98000000000002,Good,0
REC0094,34.64,69.46,31.257084199999998,0.869,2.17,0,35.2,67.83666666666669,Good,0
REC0095,35.48,60.58,30.931326199999997,0.73,2.66,0,35.339999999999996,64.84000000000002,Good,0
REC0096,35.64,67.06,31.810066199999998,0.981,3.03,0,35.25333333333333,65.7,Good,0
REC0097,35.85,61.01,31.27159925,0.45,3.05,0,35.656666666666666,62.883333333333354,Good,0
REC0098,35.19,68.92,31.6532514,0.488,2.77,0,35.56,65.66333333333334,Good,0
REC0099,36.96,63.74,32.4808022,0.622,3.22,0,36.0,64.55666666666669,Good,0
REC0100,36.72,65.92,32.5550832,0.61,3.06,0,36.29,66.19333333333334,Good,0
REC0101,36.33,65.58,32.1973627,0.655,3.36,0,36.669999999999995,65.08000000000003,Good,0
REC0102,35.3,62.54,31.014575999999998,0.643,2.86,1,36.11666666666667,64.68000000000002,Good,0
REC0103,34.36,61.18,30.119691399999997,0.79,3.12,0,35.32999999999999,63.10000000000002,Good,0
REC0104,34.71,64.0,30.70842,0.687,2.12,0,34.79,62.57333333333335,Good,0
REC0105,34.67,69.63,31.30090405,0.407,3.45,0,34.58,64.93666666666668,Good,0
REC0106,34.97,60.43,30.515011549999997,0.955,3.38,1,34.78333333333333,64.68666666666668,Good,0
REC0107,35.66,69.69,32.1325222,0.714,2.94,0,35.1,66.58333333333336,Good,0
REC0108,34.88,69.96,31.5128164,0.818,2.58,0,35.169999999999995,66.69333333333334,Good,0
REC0109,34.14,62.81,30.1227362,0.97,3.34,1,34.89333333333334,67.48666666666668,Good,0
REC0110,34.32,63.36,30.325873599999998,0.502,2.97,1,34.446666666666665,65.37666666666668,Good,0
REC0111,35.06,65.84,31.197187200000002,0.447,3.46,1,34.50666666666667,64.00333333333334,Good,0
REC0112,35.36,60.32,30.8075136,0.568,2.62,0,34.913333333333334,63.17333333333335,Good,0
REC0113,36.05,61.63,31.50219575,0.947,3.23,0,35.49,62.59666666666669,Good,0
REC0114,35.25,65.81,31.34806625,0.952,2.12,0,35.553333333333335,62.58666666666668,Good,0
REC0115,36.6,60.45,31.792697500000003,0.416,2.56,0,35.96666666666667,62.630000000000024,Good,0
REC0116,35.44,69.85,31.967624499999996,0.626,3.12,0,35.76333333333333,65.37000000000002,Good,0
REC0117,36.91,68.42,33.01760709999999,0.903,2.7,0,36.31666666666666,66.24000000000002,Good,0
REC0118,34.4,60.14,30.037322999999997,0.445,3.04,0,35.583333333333336,66.13666666666667,Good,0
REC0119,37.0,69.97,33.283787499999995,0.733,3.15,0,36.10333333333333,66.17666666666669,Good,0
REC0120,36.27,63.78,31.9331983,0.545,2.31,0,35.89000000000001,64.63000000000001,Good,0
REC0121,36.86,66.06,32.6860588,0.537,3.01,1,36.71,66.60333333333335,Good,0
REC0122,34.14,62.69,30.1097738,0.413,2.75,0,35.75666666666667,64.17666666666668,Good,0
REC0123,36.32,65.2,32.143651999999996,0.911,2.83,0,35.77333333333333,64.65000000000002,Good,0
REC0124,34.27,67.92,30.7817812,0.754,2.72,0,34.910000000000004,65.27000000000002,Good,0
REC0125,36.27,66.2,32.222957,0.822,2.32,0,35.62,66.44000000000001,Good,0
REC0126,35.85,69.8,32.303765,0.765,2.95,0,35.46333333333334,67.97333333333336,Good,0
REC0127,35.31,69.04,31.7664732,0.609,2.77,1,35.81,68.34666666666669,Good,0
REC0128,36.73,62.98,32.203749699999996,0.714,3.05,0,35.96333333333333,67.27333333333335,Good,0
REC0129,34.44,69.27,31.069840899999996,0.695,2.39,1,35.49333333333333,67.09666666666668,Good,0
REC0130,34.14,66.21,30.490004199999998,0.608,2.31,0,35.10333333333333,66.15333333333335,Good,0
REC0131,34.72,60.76,30.3561196,0.477,2.19,0,34.43333333333333,65.41333333333334,Good,0
REC0132,35.2,66.98,31.440673,0.508,3.04,0,34.68666666666667,64.65000000000002,Good,0
REC0133,36.69,64.74,32.3866933,0.801,2.26,0,35.53666666666667,64.16000000000001,Good,0
REC0134,34.67,68.22,31.1444857,0.607,2.52,0,35.52,66.64666666666669,Good,0
REC0135,34.27,61.21,30.05216935,0.676,2.31,0,35.21,64.72333333333334,Good,0
REC0136,34.39,63.3,30.375203499999998,0.593,2.14,0,34.443333333333335,64.24333333333335,Good,0
REC0137,35.88,60.82,31.2728238,0.924,3.38,0,34.84666666666667,61.77666666666668,Good,0
REC0138,34.01,68.68,30.649207399999998,0.451,2.9,1,34.76,64.26666666666668,Good,0
REC0139,34.63,63.7,30.611045500000003,0.691,2.93,0,34.839999999999996,64.40000000000002,Good,0
REC0140,35.59,67.21,31.78652395,0.437,2.22,0,34.74333333333333,66.53000000000002,Good,0
REC0141,36.14,68.95,32.444429,0.707,2.8,0,35.45333333333333,66.62,Good,0
REC0142,36.6,63.54,32.168287,0.638,2.16,0,36.11000000000001,66.56666666666668,Good,0
REC0143,35.13,60.2,30.614093,0.593,2.32,0,35.95666666666667,64.23000000000002,Good,0
REC0144,35.61,62.33,31.23632465,0.606,2.71,0,35.78,62.02333333333335,Good,0
REC0145,36.37,64.98,32.15761929999999,0.452,2.81,0,35.70333333333334,62.50333333333335,Good,0
REC0146,35.67,65.87,31.69607345,0.739,2.57,0,35.88333333333333,64.39333333333335,Good,0
REC0147,35.09,66.46,31.2917627,0.742,2.53,0,35.71,65.77000000000002,Good,0
REC0148,34.99,69.34,31.5347713,0.405,2.34,0,35.25,67.22333333333334,Good,0
REC0149,34.74,61.61,30.4664252,0.512,2.43,0,34.940000000000005,65.80333333333334,Good,0
REC0150,34.17,68.42,30.7535177,0.431,2.03,0,34.63333333333333,66.45666666666669,Good,0
REC0151,36.95,61.12,32.149292,0.639,3.45,1,35.28666666666667,63.71666666666667,Good,0
REC0152,34.02,69.75,30.772360000000003,0.694,3.08,0,35.04666666666667,66.43,Good,0
REC0153,36.79,65.57,32.56905415,0.743,2.42,1,35.919999999999995,65.48,Good,0
REC0154,34.62,69.68,31.264788799999998,0.827,2.3,1,35.14333333333334,68.33333333333334,Good,0
REC0155,34.73,61.15,30.407354749999996,0.766,2.43,0,35.379999999999995,65.46666666666668,Good,0
REC0156,35.52,69.32,31.9730852,0.592,2.89,0,34.95666666666667,66.71666666666668,Good,0
REC0157,35.01,61.34,30.648958699999998,0.438,3.48,0,35.086666666666666,63.936666666666675,Good,0
REC0158,36.05,60.88,31.413301999999995,0.483,2.0,0,35.52666666666667,63.84666666666667,Good,0
REC0159,35.79,64.72,31.6588884,0.647,2.52,0,35.61666666666667,62.31333333333334,Good,0
REC0160,36.55,67.46,32.603711499999996,0.645,3.4,0,36.13,64.35333333333334,Good,0
REC0161,36.82,61.81,32.1317956,0.44,3.11,0,36.38666666666666,64.66333333333334,Good,0
REC0162,34.14,67.82,30.663916399999998,0.897,3.13,1,35.836666666666666,65.69666666666667,Good,0
REC0163,34.49,61.64,30.2725098,0.889,3.0,0,35.15,63.75666666666668,Good,0
REC0164,36.72,63.16,32.2177836,0.753,3.02,1,35.11666666666667,64.20666666666668,Good,0
REC0165,35.32,63.77,31.1713027,0.678,2.45,0,35.51,62.856666666666676,Good,0
REC0166,35.32,65.77,31.4003227,0.613,2.59,0,35.78666666666667,64.23333333333335,Good,0
REC0167,35.63,69.06,32.0343079,0.775,2.18,0,35.42333333333334,66.2,Good,0
REC0168,35.0,67.31,31.3142025,0.816,2.25,0,35.31666666666667,67.38000000000001,Good,0
REC0169,35.86,65.33,31.7869684,0.936,3.18,0,35.49666666666667,67.23333333333335,Good,0
REC0170,36.26,67.07,32.3189376,0.867,2.21,1,35.70666666666667,66.57000000000001,Good,0
REC0171,35.71,67.62,31.9327111,0.926,2.51,0,35.943333333333335,66.67333333333335,Good,0
REC0172,35.61,63.79,31.40583795,0.674,2.91,0,35.85999999999999,66.16000000000001,Good,0
REC0173,36.39,61.5,31.7547925,0.538,3.08,0,35.903333333333336,64.30333333333334,Good,0
REC0174,34.04,65.98,30.383870599999998,0.739,3.07,0,35.346666666666664,63.75666666666668,Good,0
REC0175,35.04,61.82,30.726805399999996,0.945,2.88,1,35.156666666666666,63.10000000000002,Good,0
REC0176,35.27,62.88,31.0295968,0.769,3.37,1,34.78333333333333,63.560000000000024,Good,0
REC0177,35.52,66.11,31.6019771,0.411,3.31,1,35.27666666666667,63.60333333333335,Good,0
REC0178,34.31,69.19,30.95309645,0.874,2.03,0,35.03333333333334,66.06000000000002,Good,0
REC0179,34.46,65.76,30.7011328,0.764,2.64,0,34.763333333333335,67.02000000000002,Good,0
REC0180,34.31,68.4,30.867022000000002,0.946,2.18,0,34.36000000000001,67.78333333333335,Good,0
REC0181,36.95,68.39,33.04695525,0.475,3.38,0,35.24,67.5166666666667,Good,0
REC0182,34.93,62.27,30.69046855,0.765,2.57,0,35.39666666666667,66.35333333333335,Good,0
REC0183,35.01,68.03,31.403624149999995,0.403,2.5,0,35.63,66.23,Good,0
REC0184,35.24,68.64,31.6627648,0.954,2.7,0,35.06,66.31333333333335,Good,0
REC0185,36.21,64.52,31.973510599999997,0.535,2.68,0,35.486666666666665,67.06333333333335,Good,0
REC0186,34.74,65.78,30.9306296,0.499,2.05,0,35.39666666666667,66.31333333333335,Good,0
REC0187,35.09,65.81,31.218153450000003,0.779,2.02,0,35.346666666666664,65.37,Good,0
REC0188,35.55,69.76,32.048964,0.675,2.84,0,35.126666666666665,67.11666666666667,Good,0
REC0189,34.26,69.97,30.9963396,0.701,2.89,0,34.96666666666666,68.51333333333334,Good,0
REC0190,35.19,64.27,31.124104649999996,0.88,2.52,0,35.0,68.00000000000001,Good,0
REC0191,34.57,60.37,30.195442449999998,0.683,2.85,0,34.673333333333325,64.87,Good,0
REC0192,34.88,67.14,31.1967226,0.717,2.8,0,34.88,63.92666666666668,Good,0
REC0193,35.2,65.6,31.28356,0.493,2.27,0,34.88333333333333,64.37,Good,0
REC0194,34.23,67.53,30.706517949999995,0.563,3.35,0,34.77,66.75666666666667,Good,0
REC0195,35.23,60.25,30.697903749999995,0.494,3.07,0,34.88666666666666,64.46000000000001,Good,0
REC0196,35.22,65.52,31.290659199999997,0.552,2.29,0,34.89333333333333,64.43333333333334,Good,0
REC0197,34.06,61.04,29.8686832,0.88,2.27,0,34.836666666666666,62.27000000000001,Good,0
REC0198,35.67,67.21,31.85209635,0.883,3.48,1,34.983333333333334,64.59,Good,0
REC0199,36.57,68.3,32.7220955,0.638,3.0,0,35.43333333333334,65.51666666666667,Good,0
REC0200,35.22,63.24,31.0308304,0.452,2.95,0,35.82,66.25,Good,0
REC0201,34.62,60.27,30.223478199999995,0.509,2.87,1,35.47,63.936666666666675,Good,0
REC0202,36.11,69.11,32.43856905,0.775,2.5,0,35.31666666666667,64.20666666666668,Good,0
REC0203,35.14,65.9,31.268968,0.561,2.94,0,35.29,65.09333333333335,Good,0
REC0204,36.32,63.63,31.9552363,0.917,2.33,0,35.85666666666666,66.21333333333335,Good,0
REC0205,36.29,61.4,31.663982999999998,0.921,2.73,0,35.916666666666664,63.643333333333345,Good,0
REC0206,35.41,61.82,31.019109099999994,0.691,2.77,0,36.00666666666667,62.28333333333334,Good,0
REC0207,35.62,66.33,31.708892799999994,0.555,2.21,0,35.77333333333333,63.183333333333344,Good,0
REC0208,35.27,61.32,30.8513902,0.94,3.04,0,35.43333333333333,63.15666666666667,Good,0
REC0209,34.06,69.14,30.740081200000002,0.471,2.86,0,34.983333333333334,65.59666666666668,Good,0
REC0210,34.2,64.05,30.3048175,0.698,3.08,0,34.510000000000005,64.83666666666669,Good,0
REC0211,34.03,61.37,29.88055855,0.94,3.31,1,34.09666666666667,64.85333333333334,Good,0
REC0212,34.75,66.33,31.000003749999998,0.697,2.86,0,34.32666666666667,63.91666666666668,Good,0
REC0213,35.26,63.83,31.130109399999995,0.711,2.07,1,34.68,63.84333333333334,Good,0
REC0214,36.88,61.84,32.1828856,0.454,3.16,0,35.63,64.00000000000001,Good,0
REC0215,35.17,62.89,30.95114965,0.613,3.08,0,35.77,62.85333333333335,Good,0
REC0216,35.83,69.49,32.25071935,0.638,3.43,0,35.96,64.74000000000001,Good,0
REC0217,36.2,62.15,31.6826025,0.419,2.39,0,35.733333333333334,64.84333333333335,Good,0
REC0218,36.52,68.46,32.7001906,0.973,2.23,0,36.18333333333334,66.70000000000002,Good,0
REC0219,36.31,61.07,31.640151850000002,0.445,3.09,0,36.343333333333334,63.893333333333345,Good,0
REC0220,36.11,65.98,32.0665529,0.676,2.11,0,36.31333333333333,65.17000000000002,Good,0
REC0221,36.4,66.95,32.419127499999995,0.563,2.89,0,36.27333333333333,64.66666666666669,Good,0
REC0222,34.94,68.07,31.350429399999996,0.977,3.19,0,35.81666666666666,67.00000000000001,Good,0
REC0223,35.34,61.85,30.967247,0.725,3.31,1,35.56,65.62333333333335,Good,0
REC0224,35.92,67.59,32.1017779,0.834,2.96,1,35.4,65.83666666666669,Good,0
REC0225,34.75,64.89,30.839623749999998,0.533,3.48,0,35.336666666666666,64.77666666666669,Good,0
REC0226,36.01,60.44,31.329854199999996,0.753,3.5,0,35.56,64.30666666666669,Good,0
REC0227,35.7,69.15,32.10289,0.42,3.05,0,35.48666666666667,64.8266666666667,Good,0
REC0228,34.58,61.15,30.289406,0.653,3.19,0,35.43,63.58000000000002,Good,0
REC0229,36.59,68.45,32.75683275,0.591,3.24,0,35.623333333333335,66.25000000000003,Good,0
REC0230,35.95,63.65,31.66160875,0.736,2.72,0,35.70666666666667,64.4166666666667,Good,0
REC0231,36.09,63.4,31.743933000000002,0.835,2.1,0,36.21000000000001,65.16666666666669,Good,0
REC0232,36.41,65.38,32.238116899999994,0.797,3.11,0,36.150000000000006,64.14333333333336,Good,0
REC0233,36.66,66.16,32.5355808,0.54,2.04,0,36.38666666666666,64.98000000000002,Good,0
REC0234,36.97,60.0,32.026599999999995,0.511,2.58,1,36.68,63.84666666666669,Good,0
REC0235,36.4,69.98,32.784091,0.61,3.15,0,36.67666666666666,65.38000000000001,Good,0
REC0236,34.11,64.8,30.313504,0.748,2.41,0,35.82666666666667,64.92666666666669,Good,0
REC0237,36.3,64.18,32.005182,0.653,3.11,0,35.60333333333333,66.32000000000002,Good,0
REC0238,34.01,64.67,30.21891435,0.578,3.28,0,34.806666666666665,64.55000000000003,Good,0
REC0239,34.7,60.42,30.302662,0.411,3.48,0,35.00333333333333,63.090000000000025,Good,0
REC0240,34.33,63.92,30.394934799999998,0.475,3.43,0,34.346666666666664,63.00333333333335,Good,0
REC0241,36.36,60.89,31.6578047,0.651,3.32,0,35.13,61.74333333333336,Good,0
REC0242,35.8,69.04,32.173035999999996,0.994,3.12,1,35.49666666666666,64.61666666666669,Good,0
REC0243,34.7,69.43,31.303673000000003,0.79,2.91,0,35.620000000000005,66.45333333333336,Good,0
REC0244,34.36,60.47,30.0421381,0.63,2.06,0,34.953333333333326,66.31333333333335,Good,0
REC0245,36.34,63.5,31.955620000000003,0.435,3.45,0,35.13333333333333,64.46666666666668,Good,0
REC0246,35.55,65.97,31.610176749999997,0.715,2.39,0,35.416666666666664,63.313333333333354,Good,0
REC0247,36.27,66.96,32.3139556,0.492,3.22,0,36.053333333333335,65.47666666666669,Good,0
REC0248,35.87,67.48,32.047761799999996,0.421,3.34,0,35.89666666666667,66.80333333333336,Good,0
REC0249,34.27,68.77,30.87420595,0.559,2.19,0,35.470000000000006,67.73666666666668,Good,0
REC0250,34.13,68.52,30.731261800000002,0.421,2.49,0,34.75666666666667,68.25666666666669,Good,0
REC0251,35.65,60.87,31.09820275,0.645,2.56,1,34.68333333333333,66.05333333333336,Good,0
REC0252,36.09,60.49,31.39838505,0.72,3.44,1,35.29,63.29333333333335,Good,0
REC0253,36.05,60.76,31.399078999999997,0.911,2.74,1,35.93,60.706666666666685,Good,0
REC0254,35.55,69.07,31.969079249999997,0.743,2.99,1,35.89666666666667,63.44000000000002,Good,0
REC0255,35.7,62.67,31.347322,0.927,3.2,1,35.766666666666666,64.16666666666669,Good,0
REC0256,34.74,61.57,30.4619724,0.496,2.5,0,35.330000000000005,64.43666666666668,Good,0
REC0257,36.09,66.8,32.147666,0.771,3.13,0,35.51,63.680000000000014,Good,0
REC0258,36.64,69.61,32.9394097,0.679,3.32,0,35.82333333333333,65.99333333333335,Good,0
REC0259,34.39,63.35,30.38067325,0.846,2.24,1,35.70666666666667,66.58666666666669,Good,0
REC0260,35.67,67.57,31.89401295,0.555,2.29,0,35.56666666666666,66.84333333333335,Good,0
REC0261,35.85,69.81,32.30493925,0.779,2.39,1,35.303333333333335,66.91000000000003,Good,0
REC0262,34.03,68.19,30.61312885,0.477,2.43,0,35.18333333333334,68.52333333333335,Good,0
REC0263,35.62,69.63,32.09222079999999,0.605,2.95,0,35.166666666666664,69.21000000000002,Good,0
REC0264,36.26,67.89,32.4170752,0.504,3.16,1,35.303333333333335,68.57000000000001,Good,0
REC0265,34.9,67.08,31.206376,0.44,2.87,0,35.593333333333334,68.20000000000002,Good,0
REC0266,34.17,60.75,29.923738750000002,0.911,3.49,0,35.10999999999999,65.24000000000002,Good,0
REC0267,36.91,67.5,32.90421249999999,0.478,3.14,0,35.32666666666666,65.11000000000001,Good,0
REC0268,34.2,68.22,30.756637,0.623,3.23,0,35.093333333333334,65.49000000000002,Good,0
REC0269,36.05,64.46,31.837621499999997,0.564,3.5,0,35.72,66.72666666666669,Good,0
REC0270,34.31,68.54,30.8822757,0.716,3.24,0,34.85333333333333,67.07333333333337,Good,0
REC0271,34.66,60.82,30.315721599999996,0.808,2.98,0,35.00666666666666,64.60666666666668,Good,0
REC0272,36.6,69.63,32.9085265,0.419,3.1,0,35.190000000000005,66.33000000000003,Good,0
REC0273,35.26,66.39,31.422410199999998,0.639,2.41,0,35.50666666666666,65.61333333333334,Good,0
REC0274,34.94,63.21,30.804068199999996,0.835,3.12,0,35.599999999999994,66.41000000000001,Good,0
REC0275,34.09,66.52,30.4826974,0.621,3.3,1,34.76333333333333,65.37333333333335,Good,0
REC0276,35.63,61.59,31.16618185,0.522,2.14,1,34.88666666666667,63.77333333333336,Good,0
REC0277,36.31,68.45,32.52541975,0.857,2.94,1,35.343333333333334,65.52000000000002,Good,0
REC0278,34.88,69.12,31.4186608,0.981,2.28,0,35.60666666666666,66.3866666666667,Good,0
REC0279,35.44,61.17,30.967948899999996,0.475,3.03,1,35.54333333333333,66.24666666666668,Good,0
REC0280,35.68,62.26,31.2836674,0.496,2.98,0,35.333333333333336,64.18333333333335,Good,0
